Age,Gender,Skill_Level,Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Average_Match_Duration,Coach_Affiliation,Rating_Score
50,Male,Beginner,Morning,Mexico,76,58,Indoor,106,No,2110
29,Female,Beginner,Evening,Chile,64,265,Indoor,54,Yes,2369
45,Female,Advanced,Evening,Qatar,41,241,Any,41,No,1842
38,Male,Intermediate,Afternoon,Spain,32,410,Outdoor,49,Yes,1014
37,Male,Beginner,Afternoon,United States,73,21,Outdoor,78,Yes,2265
28,Male,Advanced,Morning,Sweden,79,122,Indoor,74,No,2484
44,Female,Beginner,Afternoon,Denmark,38,190,Any,48,No,2470
44,Female,Beginner,Evening,Finland,35,394,Outdoor,110,Yes,2028
48,Female,Beginner,Afternoon,Saudi Arabia,30,126,Indoor,39,Yes,2468
26,Male,Advanced,Morning,United Arab Emirates,90,293,Outdoor,48,No,2313
32,Female,Intermediate,Afternoon,Saudi Arabia,65,154,Indoor,80,Yes,1872
31,Female,Professional,Evening,Finland,30,375,Outdoor,31,No,2301
48,Female,Professional,Morning,Chile,35,145,Any,117,Yes,1761
22,Male,Professional,Afternoon,Argentina,57,494,Indoor,81,No,1401
31,Male,Professional,Evening,Denmark,50,397,Any,69,No,2076
33,Male,Intermediate,Afternoon,United States,31,313,Outdoor,44,Yes,2254
19,Male,Intermediate,Afternoon,United Arab Emirates,32,21,Any,113,No,1162
40,Female,Professional,Evening,Chile,52,205,Indoor,90,No,1925
32,Male,Professional,Morning,Argentina,59,439,Indoor,81,No,1677
42,Male,Professional,Morning,United Arab Emirates,35,386,Outdoor,41,No,1356
39,Female,Advanced,Evening,Qatar,65,262,Indoor,98,No,2188
35,Male,Advanced,Morning,Chile,68,287,Any,46,Yes,2416
35,Female,Professional,Evening,Lebanon,65,306,Outdoor,38,Yes,1849
21,Male,Advanced,Evening,Denmark,77,302,Any,45,Yes,1604
49,Female,Intermediate,Morning,Argentina,69,488,Any,115,No,2343
38,Female,Advanced,Evening,United Kingdom,52,182,Indoor,65,No,2179
34,Female,Professional,Morning,Mexico,35,438,Indoor,76,Yes,1371
38,Male,Professional,Afternoon,Qatar,76,10,Outdoor,45,No,1069
25,Female,Beginner,Evening,Netherlands,47,29,Outdoor,54,No,1684
43,Male,Advanced,Afternoon,Germany,32,134,Any,40,No,1154
30,Female,Advanced,Afternoon,Finland,51,125,Outdoor,118,Yes,1575
24,Female,Professional,Morning,Qatar,34,186,Indoor,52,Yes,2276
38,Female,Advanced,Evening,Saudi Arabia,71,417,Outdoor,55,Yes,1124
53,Male,Intermediate,Morning,Italy,47,143,Indoor,42,Yes,2351
21,Female,Beginner,Afternoon,Finland,73,141,Outdoor,59,No,2238
44,Male,Intermediate,Morning,Qatar,64,88,Indoor,114,No,1983
42,Male,Professional,Evening,Netherlands,72,372,Any,63,Yes,1879
27,Male,Professional,Afternoon,Argentina,62,194,Outdoor,101,Yes,1359
46,Female,Advanced,Evening,Spain,75,499,Outdoor,118,No,1948
29,Female,Advanced,Afternoon,Finland,39,247,Any,32,No,1440
54,Female,Advanced,Evening,Germany,47,498,Outdoor,44,No,2329
40,Male,Beginner,Morning,Finland,53,44,Outdoor,40,No,1435
46,Male,Beginner,Morning,Belgium,68,404,Any,100,No,1873
20,Male,Intermediate,Morning,Belgium,54,477,Outdoor,33,No,2048
45,Female,Beginner,Evening,Finland,83,23,Indoor,53,No,1109
52,Female,Intermediate,Evening,Italy,39,401,Indoor,99,No,1968
50,Female,Advanced,Morning,Lebanon,34,456,Outdoor,37,No,2122
48,Female,Intermediate,Evening,Belgium,88,99,Indoor,106,Yes,2279
24,Female,Beginner,Morning,Sweden,40,364,Any,33,Yes,1604
40,Female,Beginner,Morning,Lebanon,73,96,Any,39,No,1891
42,Male,Advanced,Morning,United Arab Emirates,57,469,Any,70,Yes,1415
50,Male,Intermediate,Afternoon,United States,58,88,Any,93,Yes,1323
42,Male,Professional,Afternoon,Sweden,84,282,Any,118,Yes,1255
37,Male,Advanced,Afternoon,Belgium,47,460,Any,81,No,2133
18,Female,Intermediate,Morning,Qatar,67,486,Outdoor,112,Yes,1286
30,Female,Professional,Afternoon,Sweden,77,11,Any,35,No,2277
48,Female,Beginner,Evening,Brazil,60,226,Any,45,Yes,1244
49,Female,Beginner,Evening,Finland,84,379,Any,52,Yes,1336
31,Male,Intermediate,Evening,Sweden,35,279,Indoor,54,No,2101
42,Female,Advanced,Afternoon,Denmark,47,476,Any,98,No,1043
50,Male,Intermediate,Evening,Portugal,78,14,Indoor,59,No,2255
38,Female,Intermediate,Morning,United Arab Emirates,62,216,Indoor,49,No,1578
25,Female,Intermediate,Evening,Belgium,62,415,Any,86,Yes,1978
48,Female,Professional,Afternoon,Belgium,80,155,Indoor,34,Yes,1612
46,Female,Professional,Morning,Lebanon,63,232,Outdoor,56,Yes,2428
40,Female,Professional,Morning,Brazil,53,116,Outdoor,36,No,1595
33,Male,Advanced,Afternoon,Italy,84,345,Outdoor,105,Yes,1683
42,Female,Intermediate,Morning,France,70,272,Outdoor,66,No,2125
19,Female,Advanced,Evening,Denmark,38,345,Any,78,No,1108
39,Female,Advanced,Morning,United States,83,474,Indoor,103,No,1614
45,Male,Advanced,Evening,Argentina,51,358,Indoor,32,No,1275
35,Female,Advanced,Morning,Spain,82,84,Indoor,73,Yes,1212
48,Male,Intermediate,Evening,France,77,231,Outdoor,111,No,1263
48,Male,Beginner,Afternoon,United Kingdom,73,84,Indoor,95,No,1656
26,Male,Intermediate,Morning,United States,62,233,Outdoor,30,No,1598
34,Male,Advanced,Evening,Saudi Arabia,36,70,Indoor,74,No,1324
43,Female,Professional,Evening,Portugal,46,321,Outdoor,70,No,1708
24,Male,Advanced,Morning,Saudi Arabia,62,367,Any,38,No,1240
35,Male,Advanced,Afternoon,Italy,57,405,Indoor,40,Yes,1329
49,Male,Advanced,Evening,United States,39,107,Any,111,Yes,1641
18,Female,Intermediate,Morning,United Arab Emirates,34,119,Outdoor,62,Yes,2286
24,Female,Professional,Morning,Finland,52,118,Indoor,56,No,1664
49,Male,Intermediate,Evening,Germany,89,213,Outdoor,69,No,1430
36,Female,Professional,Evening,Sweden,53,60,Any,54,No,2314
33,Female,Beginner,Morning,Argentina,66,465,Indoor,32,No,2406
26,Female,Intermediate,Morning,Saudi Arabia,85,131,Outdoor,45,No,1171
34,Female,Beginner,Morning,Saudi Arabia,68,110,Any,93,No,1452
22,Female,Intermediate,Afternoon,Brazil,52,245,Outdoor,63,Yes,1872
47,Female,Professional,Afternoon,Saudi Arabia,74,465,Outdoor,104,No,2301
29,Male,Advanced,Evening,Belgium,55,142,Indoor,78,Yes,1225
23,Female,Professional,Morning,Belgium,55,305,Any,115,No,1734
19,Male,Professional,Evening,Denmark,49,391,Indoor,103,No,1897
34,Male,Professional,Afternoon,Chile,34,436,Outdoor,63,No,1646
21,Male,Beginner,Morning,Germany,52,203,Any,101,No,1317
26,Female,Beginner,Afternoon,Portugal,31,456,Indoor,50,No,2120
41,Female,Beginner,Afternoon,Germany,70,19,Any,77,Yes,1945
49,Female,Professional,Afternoon,United States,35,448,Indoor,62,Yes,1506
22,Female,Intermediate,Evening,Sweden,42,390,Outdoor,58,No,2230
42,Male,Professional,Morning,Netherlands,68,376,Outdoor,67,No,2195
43,Male,Beginner,Afternoon,Finland,64,402,Outdoor,47,Yes,2430
26,Female,Professional,Morning,Germany,65,329,Indoor,55,No,1874
55,Female,Professional,Evening,Qatar,37,376,Any,69,No,1419
41,Female,Intermediate,Afternoon,Spain,78,454,Any,81,No,1880
24,Female,Professional,Afternoon,Mexico,54,477,Indoor,87,No,1360
50,Male,Professional,Morning,Finland,56,372,Any,91,Yes,1636
26,Male,Professional,Morning,United States,32,254,Indoor,53,Yes,2369
41,Female,Advanced,Morning,Denmark,35,387,Any,40,Yes,2433
35,Male,Beginner,Afternoon,Brazil,32,27,Indoor,30,Yes,1427
24,Male,Beginner,Morning,Belgium,46,10,Any,33,No,1173
55,Male,Beginner,Afternoon,Brazil,60,71,Any,91,Yes,1553
25,Male,Professional,Morning,United Arab Emirates,68,413,Outdoor,92,No,2468
46,Male,Intermediate,Evening,Finland,77,170,Outdoor,69,Yes,2435
45,Male,Beginner,Morning,Saudi Arabia,82,419,Any,44,Yes,1043
28,Female,Advanced,Evening,Mexico,34,186,Indoor,81,No,1893
38,Female,Advanced,Morning,Spain,55,363,Indoor,56,No,2319
27,Male,Professional,Morning,Belgium,80,297,Indoor,56,Yes,1247
32,Female,Beginner,Morning,Saudi Arabia,70,51,Any,88,Yes,1292
49,Female,Professional,Evening,Qatar,47,161,Indoor,30,Yes,2122
46,Female,Professional,Evening,France,35,106,Any,64,No,2254
18,Male,Beginner,Afternoon,France,82,203,Indoor,82,No,2440
45,Female,Intermediate,Evening,Saudi Arabia,63,496,Outdoor,81,No,1883
49,Male,Intermediate,Afternoon,Lebanon,79,479,Any,61,Yes,1943
33,Male,Advanced,Morning,Saudi Arabia,65,301,Outdoor,102,No,2145
21,Male,Beginner,Afternoon,United States,66,57,Outdoor,52,Yes,1944
40,Male,Intermediate,Evening,France,62,162,Any,43,No,1438
30,Female,Advanced,Evening,Qatar,55,429,Any,83,Yes,2127
48,Female,Professional,Afternoon,Brazil,39,353,Any,47,No,2235
37,Male,Intermediate,Morning,Chile,73,478,Any,98,Yes,2471
38,Male,Intermediate,Afternoon,United Arab Emirates,69,13,Outdoor,109,No,1454
54,Female,Intermediate,Evening,Chile,81,288,Outdoor,115,Yes,2444
41,Female,Professional,Afternoon,Portugal,82,362,Any,115,No,1037
30,Male,Professional,Morning,United Kingdom,46,196,Indoor,106,Yes,1118
25,Male,Beginner,Evening,Spain,47,160,Outdoor,83,No,1636
32,Female,Intermediate,Afternoon,Mexico,90,120,Indoor,100,No,1708
29,Female,Professional,Evening,Argentina,67,148,Outdoor,89,Yes,1045
18,Male,Professional,Morning,Sweden,78,317,Any,97,Yes,1846
32,Male,Professional,Evening,Argentina,65,482,Outdoor,48,Yes,1645
21,Female,Professional,Afternoon,Italy,43,347,Indoor,95,Yes,2039
37,Female,Professional,Morning,Netherlands,67,220,Outdoor,60,Yes,2209
33,Female,Advanced,Morning,Chile,90,82,Any,110,Yes,1354
28,Female,Advanced,Morning,Argentina,85,144,Any,108,Yes,1592
25,Male,Advanced,Morning,Lebanon,42,288,Any,90,No,1399
32,Female,Beginner,Morning,Lebanon,87,386,Any,110,Yes,1452
26,Female,Professional,Evening,Lebanon,71,120,Indoor,106,Yes,1721
22,Male,Beginner,Evening,France,72,90,Any,35,No,2052
32,Female,Intermediate,Evening,Spain,44,308,Indoor,102,Yes,1589
27,Female,Intermediate,Morning,Lebanon,58,266,Outdoor,113,No,1103
37,Male,Advanced,Morning,Sweden,35,329,Any,92,Yes,1332
50,Female,Intermediate,Morning,Portugal,33,70,Indoor,112,Yes,1621
22,Male,Professional,Morning,Mexico,64,357,Outdoor,82,Yes,1341
41,Female,Beginner,Afternoon,Mexico,79,417,Indoor,85,No,1336
25,Male,Beginner,Evening,Qatar,39,338,Indoor,45,No,1182
46,Female,Professional,Afternoon,Germany,63,237,Any,105,Yes,1857
23,Female,Beginner,Afternoon,United Kingdom,75,321,Any,38,No,2233
48,Male,Professional,Evening,Mexico,46,462,Any,97,No,1602
31,Female,Intermediate,Afternoon,Italy,50,224,Any,114,No,1037
48,Female,Advanced,Evening,Mexico,37,199,Indoor,104,Yes,1776
41,Male,Professional,Evening,Denmark,53,417,Any,82,No,2408
32,Female,Professional,Evening,Netherlands,33,36,Outdoor,108,No,1523
23,Female,Advanced,Afternoon,France,57,202,Any,63,No,1247
38,Male,Beginner,Morning,United Arab Emirates,51,88,Outdoor,100,Yes,2083
20,Male,Beginner,Evening,Mexico,87,349,Indoor,98,No,1608
53,Male,Professional,Afternoon,Italy,64,201,Indoor,48,Yes,2332
46,Male,Professional,Afternoon,Saudi Arabia,57,479,Any,77,No,1259
52,Male,Beginner,Afternoon,Argentina,30,158,Indoor,91,Yes,1718
35,Female,Beginner,Evening,Qatar,53,319,Any,89,No,1018
32,Female,Intermediate,Evening,France,68,56,Indoor,84,No,1415
29,Female,Beginner,Afternoon,United States,68,128,Any,108,Yes,2310
38,Female,Professional,Afternoon,Italy,58,164,Any,34,No,1576
19,Female,Advanced,Morning,Saudi Arabia,85,360,Outdoor,72,No,1740
23,Female,Advanced,Morning,United Kingdom,56,225,Outdoor,101,Yes,1207
43,Female,Professional,Evening,Sweden,85,255,Any,115,No,1205
37,Male,Professional,Afternoon,Brazil,75,210,Indoor,102,No,1881
33,Male,Intermediate,Morning,Saudi Arabia,47,154,Any,85,Yes,2385
21,Male,Professional,Evening,Spain,36,62,Outdoor,88,Yes,1276
37,Female,Professional,Afternoon,Portugal,58,482,Outdoor,71,Yes,2356
48,Female,Advanced,Morning,United Kingdom,30,324,Any,87,Yes,1972
47,Male,Advanced,Evening,Lebanon,44,97,Any,106,No,1742
51,Female,Professional,Afternoon,Qatar,83,276,Outdoor,118,No,1225
50,Female,Intermediate,Evening,Portugal,56,493,Indoor,83,Yes,1175
24,Female,Advanced,Evening,Argentina,32,222,Any,115,Yes,2267
38,Male,Intermediate,Evening,Sweden,34,184,Indoor,120,No,1471
28,Male,Advanced,Evening,Belgium,48,315,Indoor,113,No,2324
39,Male,Advanced,Evening,Argentina,58,451,Outdoor,35,Yes,2437
45,Male,Professional,Afternoon,Saudi Arabia,76,239,Indoor,113,No,1317
32,Female,Advanced,Morning,Brazil,36,76,Any,36,No,1701
23,Female,Intermediate,Evening,Finland,53,342,Outdoor,52,No,2161
20,Male,Intermediate,Evening,Spain,41,82,Any,117,Yes,2192
27,Male,Beginner,Afternoon,Qatar,48,191,Outdoor,108,No,2405
36,Female,Professional,Morning,Qatar,72,152,Indoor,35,No,2085
29,Female,Intermediate,Evening,Brazil,54,177,Any,111,Yes,2232
22,Female,Advanced,Morning,Qatar,46,350,Outdoor,56,No,1579
25,Female,Intermediate,Morning,Netherlands,50,12,Outdoor,51,No,1382
38,Female,Intermediate,Evening,Chile,67,113,Outdoor,40,Yes,1588
22,Male,Intermediate,Afternoon,Mexico,89,263,Indoor,42,No,1005
50,Male,Intermediate,Evening,Sweden,86,310,Indoor,59,Yes,1930
30,Male,Beginner,Afternoon,Argentina,83,237,Outdoor,98,Yes,1423
48,Female,Professional,Morning,Argentina,75,486,Indoor,112,Yes,1728
32,Female,Beginner,Morning,Chile,30,164,Indoor,44,Yes,1403
31,Male,Beginner,Evening,Chile,46,387,Any,62,Yes,1001
32,Female,Beginner,Afternoon,France,87,275,Any,39,No,2352
21,Male,Beginner,Afternoon,Finland,37,194,Any,65,Yes,1792
29,Female,Professional,Morning,Qatar,86,300,Outdoor,39,Yes,1182
35,Female,Beginner,Evening,Brazil,69,460,Any,70,Yes,2335
37,Male,Professional,Afternoon,Chile,70,210,Outdoor,115,Yes,1638
43,Female,Intermediate,Afternoon,Mexico,53,461,Any,91,No,1549
52,Female,Beginner,Afternoon,Chile,65,68,Outdoor,67,No,1420
50,Male,Professional,Afternoon,Spain,47,53,Outdoor,111,Yes,2035
31,Male,Advanced,Evening,Mexico,42,215,Any,83,Yes,2006
24,Male,Professional,Afternoon,Portugal,54,306,Outdoor,74,Yes,1913
18,Male,Professional,Afternoon,France,84,11,Indoor,105,Yes,1568
23,Male,Professional,Evening,Saudi Arabia,36,154,Outdoor,58,Yes,2200
30,Male,Professional,Morning,Chile,45,15,Outdoor,93,Yes,2377
31,Male,Intermediate,Evening,Italy,61,33,Any,110,Yes,1961
37,Male,Intermediate,Morning,Italy,51,106,Indoor,59,Yes,1792
39,Male,Beginner,Evening,Saudi Arabia,73,333,Indoor,63,Yes,1370
29,Female,Beginner,Evening,Belgium,45,221,Indoor,73,Yes,1282
55,Female,Intermediate,Evening,Portugal,37,62,Any,61,Yes,1139
31,Female,Intermediate,Morning,Belgium,34,120,Outdoor,70,Yes,2368
18,Female,Advanced,Morning,Brazil,62,417,Any,63,No,1423
37,Female,Advanced,Evening,United States,53,196,Outdoor,99,Yes,1128
53,Female,Professional,Afternoon,Italy,44,120,Any,102,No,1310
41,Male,Advanced,Evening,Chile,76,261,Indoor,38,Yes,2089
48,Female,Advanced,Afternoon,Finland,60,177,Outdoor,30,No,1592
22,Female,Advanced,Afternoon,Denmark,37,374,Any,54,Yes,2362
45,Male,Advanced,Evening,Sweden,82,207,Any,72,No,2371
39,Male,Intermediate,Afternoon,Brazil,64,152,Indoor,52,Yes,1035
49,Male,Professional,Afternoon,Chile,31,149,Outdoor,30,Yes,1506
49,Male,Intermediate,Evening,Portugal,33,439,Indoor,59,No,2046
20,Male,Professional,Morning,Lebanon,40,81,Indoor,85,No,2025
25,Female,Professional,Afternoon,France,52,366,Indoor,108,No,2161
50,Male,Beginner,Afternoon,Mexico,30,98,Any,79,No,1827
29,Male,Advanced,Afternoon,Sweden,61,335,Any,47,Yes,2207
38,Female,Beginner,Morning,Italy,32,283,Indoor,87,No,1508
27,Female,Professional,Afternoon,Saudi Arabia,47,407,Any,52,Yes,2145
24,Male,Intermediate,Afternoon,Qatar,65,491,Indoor,115,No,2299
36,Male,Advanced,Afternoon,Mexico,76,215,Outdoor,94,No,1521
55,Female,Intermediate,Evening,Saudi Arabia,65,436,Any,103,No,2354
28,Female,Professional,Afternoon,United States,77,95,Any,49,No,1348
45,Female,Professional,Morning,Brazil,63,422,Indoor,104,Yes,2298
39,Female,Beginner,Evening,Chile,55,282,Any,89,Yes,1670
31,Male,Professional,Evening,United Kingdom,41,181,Any,61,No,2276
52,Male,Intermediate,Evening,Denmark,47,145,Outdoor,112,Yes,1339
52,Female,Professional,Afternoon,Argentina,74,475,Any,54,No,1730
34,Male,Beginner,Afternoon,United Kingdom,70,357,Outdoor,88,No,1296
35,Male,Beginner,Morning,Germany,62,95,Indoor,40,Yes,2219
19,Male,Beginner,Morning,Italy,75,274,Indoor,64,No,1765
42,Female,Beginner,Afternoon,Lebanon,51,242,Indoor,80,No,1289
54,Female,Beginner,Morning,Belgium,33,138,Indoor,52,Yes,1952
30,Male,Beginner,Afternoon,Denmark,75,464,Outdoor,110,Yes,2166
38,Female,Professional,Evening,Spain,68,105,Indoor,90,No,1296
41,Male,Intermediate,Evening,Finland,49,360,Indoor,105,Yes,1024
20,Female,Professional,Morning,Lebanon,67,244,Any,119,Yes,1955
18,Female,Intermediate,Afternoon,Denmark,89,283,Outdoor,66,No,2408
18,Male,Advanced,Afternoon,Belgium,36,54,Outdoor,41,Yes,1337
42,Male,Professional,Evening,Brazil,90,116,Any,45,Yes,1535
23,Female,Beginner,Morning,Denmark,49,336,Outdoor,75,Yes,1032
26,Female,Professional,Afternoon,Finland,85,178,Indoor,89,No,1902
42,Male,Beginner,Afternoon,Spain,34,456,Outdoor,88,Yes,1851
46,Female,Intermediate,Morning,Saudi Arabia,58,125,Outdoor,37,Yes,1586
25,Female,Beginner,Afternoon,United Kingdom,78,347,Indoor,43,No,1236
43,Male,Advanced,Morning,Qatar,54,406,Any,62,No,2053
27,Male,Intermediate,Afternoon,Finland,55,159,Outdoor,60,No,2126
37,Male,Advanced,Morning,Italy,34,168,Any,57,No,2376
19,Female,Intermediate,Evening,Denmark,60,498,Indoor,113,No,2365
36,Female,Professional,Afternoon,Italy,38,145,Indoor,91,No,1014
33,Female,Advanced,Afternoon,Portugal,52,421,Indoor,72,Yes,1168
27,Female,Intermediate,Morning,Saudi Arabia,54,142,Any,119,No,1857
28,Female,Professional,Evening,Germany,55,355,Any,91,No,2452
41,Female,Intermediate,Morning,Spain,64,426,Indoor,115,No,1071
21,Male,Advanced,Evening,United Kingdom,34,158,Any,107,Yes,1775
43,Male,Intermediate,Morning,United Arab Emirates,50,411,Any,92,No,1724
23,Male,Professional,Afternoon,Chile,68,397,Indoor,74,Yes,2129
36,Male,Professional,Afternoon,United Arab Emirates,70,459,Indoor,116,No,2174
31,Female,Intermediate,Afternoon,Belgium,75,133,Indoor,42,Yes,2065
52,Female,Intermediate,Evening,Saudi Arabia,48,336,Outdoor,79,Yes,2075
44,Female,Professional,Afternoon,Brazil,30,306,Indoor,101,Yes,2361
47,Male,Advanced,Morning,Argentina,45,149,Indoor,56,Yes,2345
18,Male,Intermediate,Afternoon,Mexico,40,313,Indoor,37,Yes,1640
30,Male,Professional,Evening,Saudi Arabia,79,340,Outdoor,53,No,1286
51,Female,Advanced,Morning,Portugal,43,93,Indoor,53,Yes,1485
20,Male,Advanced,Morning,United States,46,385,Indoor,39,Yes,1737
19,Female,Advanced,Afternoon,Netherlands,84,90,Indoor,42,No,2270
45,Male,Professional,Evening,Mexico,81,153,Outdoor,76,Yes,2468
23,Female,Beginner,Morning,United Kingdom,79,412,Outdoor,54,Yes,1684
49,Male,Beginner,Afternoon,Qatar,30,228,Indoor,46,Yes,1222
39,Female,Intermediate,Evening,Denmark,35,313,Outdoor,60,Yes,1981
37,Female,Beginner,Evening,Argentina,33,100,Indoor,84,Yes,2309
37,Male,Intermediate,Afternoon,Brazil,53,154,Any,55,No,2190
34,Female,Professional,Evening,Spain,53,75,Indoor,56,Yes,1386
25,Female,Advanced,Evening,Italy,82,83,Outdoor,35,No,1568
21,Female,Intermediate,Evening,Brazil,37,108,Indoor,115,Yes,1637
19,Male,Advanced,Morning,Argentina,72,110,Indoor,42,No,1714
35,Female,Advanced,Afternoon,Qatar,41,449,Indoor,63,Yes,1305
24,Female,Professional,Evening,United Arab Emirates,76,67,Outdoor,87,No,1540
26,Female,Professional,Afternoon,United Kingdom,66,102,Any,70,Yes,2448
28,Female,Beginner,Evening,Denmark,65,356,Indoor,92,Yes,1631
30,Male,Beginner,Afternoon,Belgium,56,295,Indoor,35,No,1144
31,Female,Intermediate,Afternoon,Finland,86,301,Any,63,Yes,1709
49,Male,Beginner,Afternoon,Germany,59,208,Any,80,No,2391
20,Male,Beginner,Afternoon,Belgium,67,313,Outdoor,83,No,1441
44,Male,Intermediate,Afternoon,Belgium,37,60,Indoor,44,Yes,2300
38,Female,Professional,Afternoon,Italy,87,342,Outdoor,114,No,2170
20,Male,Intermediate,Evening,Qatar,75,446,Indoor,95,No,1981
27,Male,Beginner,Evening,United Kingdom,30,243,Any,54,No,1977
43,Female,Intermediate,Morning,United Arab Emirates,32,47,Outdoor,75,Yes,2005
25,Female,Beginner,Evening,Qatar,38,382,Any,93,No,1228
26,Male,Beginner,Afternoon,Saudi Arabia,49,136,Outdoor,68,Yes,2046
49,Male,Professional,Afternoon,United Kingdom,58,93,Any,51,Yes,1867
29,Female,Advanced,Morning,Spain,62,376,Indoor,83,No,1127
22,Male,Professional,Morning,Lebanon,78,480,Any,77,Yes,1273
48,Female,Beginner,Evening,United Arab Emirates,75,389,Indoor,83,No,1508
53,Male,Beginner,Afternoon,Chile,40,171,Indoor,62,No,1056
18,Male,Professional,Evening,Mexico,33,26,Any,65,No,2277
55,Female,Beginner,Morning,Germany,54,256,Outdoor,99,Yes,2243
29,Female,Beginner,Morning,Qatar,62,211,Any,114,Yes,1891
47,Female,Intermediate,Morning,United Kingdom,58,269,Any,72,No,1703
27,Female,Beginner,Morning,Belgium,32,345,Any,89,Yes,2430
49,Male,Advanced,Morning,Saudi Arabia,83,335,Outdoor,107,No,1293
39,Male,Advanced,Evening,Netherlands,56,125,Outdoor,59,Yes,2342
26,Female,Beginner,Afternoon,Sweden,49,28,Indoor,83,No,1928
35,Female,Beginner,Evening,Sweden,68,379,Outdoor,34,No,1700
54,Male,Professional,Evening,Qatar,47,104,Any,113,Yes,1611
26,Male,Beginner,Morning,Portugal,68,314,Any,113,Yes,1913
55,Female,Intermediate,Afternoon,Saudi Arabia,34,458,Indoor,72,No,1953
54,Female,Intermediate,Morning,Chile,83,215,Indoor,109,No,1491
24,Female,Advanced,Afternoon,Portugal,90,380,Outdoor,74,No,1246
25,Male,Intermediate,Afternoon,Sweden,88,382,Indoor,31,No,2385
53,Male,Beginner,Afternoon,Saudi Arabia,42,318,Outdoor,87,Yes,1919
27,Male,Beginner,Evening,United Arab Emirates,57,373,Indoor,87,No,1980
54,Female,Intermediate,Evening,France,81,102,Any,109,No,1777
52,Female,Intermediate,Morning,Mexico,38,413,Indoor,47,No,2141
27,Male,Intermediate,Afternoon,Spain,58,478,Outdoor,76,No,1079
48,Male,Professional,Evening,Mexico,56,241,Indoor,105,No,2168
35,Male,Intermediate,Evening,Finland,43,410,Outdoor,71,No,1676
34,Female,Intermediate,Afternoon,United States,61,499,Outdoor,87,No,2101
45,Male,Professional,Afternoon,France,74,269,Indoor,117,No,1669
47,Female,Advanced,Afternoon,Lebanon,37,239,Outdoor,47,Yes,1731
55,Male,Beginner,Afternoon,Germany,57,230,Outdoor,51,No,1375
55,Female,Professional,Afternoon,Italy,57,239,Indoor,105,No,1845
31,Male,Intermediate,Evening,Belgium,45,31,Any,118,No,2450
20,Female,Professional,Evening,Germany,90,389,Indoor,80,No,1659
26,Female,Professional,Evening,Qatar,37,314,Any,69,Yes,2164
37,Female,Intermediate,Afternoon,Lebanon,46,258,Any,75,No,1593
48,Female,Advanced,Morning,Italy,89,353,Indoor,75,No,1183
39,Male,Advanced,Afternoon,Argentina,52,294,Outdoor,41,Yes,2112
22,Male,Intermediate,Morning,France,31,340,Any,56,No,2491
35,Male,Intermediate,Afternoon,Saudi Arabia,84,437,Outdoor,98,Yes,1741
42,Male,Beginner,Afternoon,Spain,30,278,Outdoor,40,No,1363
25,Female,Intermediate,Morning,United Kingdom,39,125,Any,91,Yes,1437
49,Male,Beginner,Evening,Argentina,59,457,Outdoor,30,Yes,1715
38,Male,Advanced,Evening,Germany,34,402,Indoor,61,No,1086
46,Male,Intermediate,Morning,Germany,61,23,Indoor,87,No,2492
47,Female,Advanced,Afternoon,Netherlands,87,18,Any,47,Yes,2241
20,Female,Advanced,Afternoon,Spain,52,271,Outdoor,32,No,1822
55,Male,Intermediate,Evening,United States,37,339,Outdoor,31,No,1643
28,Female,Beginner,Morning,Mexico,75,432,Outdoor,119,No,1608
42,Male,Intermediate,Evening,Lebanon,51,92,Outdoor,43,No,1617
21,Female,Professional,Afternoon,Lebanon,34,284,Indoor,37,No,1107
37,Male,Advanced,Evening,United Arab Emirates,43,427,Any,114,Yes,2027
33,Female,Intermediate,Afternoon,France,83,485,Indoor,36,Yes,1611
51,Male,Intermediate,Afternoon,Italy,73,369,Outdoor,70,Yes,2164
26,Female,Advanced,Afternoon,Argentina,79,188,Outdoor,37,Yes,2142
26,Female,Intermediate,Afternoon,Belgium,49,473,Indoor,101,No,1046
54,Male,Advanced,Morning,Spain,83,62,Any,116,Yes,1135
20,Female,Advanced,Evening,United Arab Emirates,82,121,Any,72,Yes,1986
55,Female,Beginner,Evening,Portugal,61,389,Indoor,43,No,1755
21,Male,Professional,Evening,France,78,322,Outdoor,86,Yes,1433
48,Female,Intermediate,Evening,United Kingdom,58,396,Indoor,91,Yes,2343
52,Male,Advanced,Morning,Argentina,39,134,Outdoor,32,Yes,1982
38,Female,Advanced,Evening,Brazil,88,386,Indoor,53,Yes,2081
50,Female,Professional,Afternoon,Saudi Arabia,51,306,Indoor,120,No,1901
38,Male,Professional,Morning,United Arab Emirates,81,283,Any,46,No,2467
51,Female,Beginner,Afternoon,Belgium,40,254,Indoor,37,No,1310
45,Female,Advanced,Evening,Argentina,45,194,Indoor,49,Yes,1161
31,Male,Advanced,Morning,Saudi Arabia,43,117,Indoor,44,Yes,1463
26,Male,Intermediate,Evening,Italy,60,385,Outdoor,85,Yes,2484
22,Female,Advanced,Evening,Sweden,62,148,Outdoor,83,Yes,2216
41,Male,Intermediate,Morning,Lebanon,88,177,Indoor,73,No,1950
48,Male,Intermediate,Evening,Argentina,46,14,Any,120,Yes,1883
32,Female,Advanced,Afternoon,France,86,105,Indoor,107,No,2303
