Player_ID,Name,Age,Gender,Skill_Level,Preferred_Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Preferred_Play_Style,Average_Match_Duration,Coach_Affiliation,Club_Membership,Rating_Score
87312de7,Player_7139,20,Female,Intermediate,Morning,Madrid,66.17,66,Indoor,Defensive,99,Yes,Club C,1235
14e3ba58,Player_7140,38,Male,Professional,Afternoon,Dubai,84.91,262,Any,Aggressive,109,Yes,Club C,1482
3c2b2d08,Player_7141,51,Male,Advanced,Morning,Beirut,63.55,446,Indoor,Balanced,97,No,Club C,1840
0e9b11f5,Player_7142,36,Female,Beginner,Evening,Dubai,42.06,120,Outdoor,Aggressive,85,No,Club B,1062
f0693380,Player_7143,36,Female,Professional,Morning,London,68.73,55,Any,Aggressive,74,Yes,No Club,1501
0724d5b8,Player_7144,45,Male,Intermediate,Morning,Cairo,31.85,181,Outdoor,Aggressive,58,Yes,Club B,1362
37ec1d69,Player_7145,26,Female,Advanced,Morning,Beirut,81.55,121,Any,Balanced,62,Yes,Club A,1864
83c759df,Player_7146,24,Female,Advanced,Evening,Beirut,30.64,305,Outdoor,Balanced,85,Yes,No Club,1392
6b0e4d5d,Player_7147,18,Male,Advanced,Morning,Cairo,61.72,423,Indoor,Defensive,99,Yes,Club A,1439
9574d192,Player_7148,27,Male,Intermediate,Afternoon,Cairo,72.53,27,Indoor,Balanced,86,No,No Club,1105
b90fd9ed,Player_7149,43,Male,Intermediate,Afternoon,Madrid,66.8,436,Any,Defensive,34,Yes,Club A,1624
8d45b649,Player_7150,50,Female,Professional,Morning,Beirut,59.95,151,Any,Balanced,49,Yes,Club C,2210
bc909e59,Player_7151,39,Male,Advanced,Morning,Riyadh,43.35,304,Indoor,Defensive,66,No,No Club,1698
fdaf6e4a,Player_7152,19,Male,Professional,Morning,Beirut,85.97,356,Outdoor,Balanced,48,No,Club A,1300
db1d629b,Player_7153,26,Male,Intermediate,Afternoon,Cairo,60.79,60,Any,Defensive,56,Yes,Club C,2042
a2d30687,Player_7154,18,Female,Intermediate,Evening,London,40.11,371,Outdoor,Aggressive,65,No,Club A,2350
b4da6ed8,Player_7155,24,Female,Professional,Afternoon,Cairo,86.66,31,Outdoor,Balanced,119,No,No Club,1462
8c946d3e,Player_7156,21,Male,Advanced,Evening,Dubai,40.87,342,Outdoor,Defensive,105,Yes,Club C,1888
b1b4b469,Player_7157,25,Female,Professional,Morning,Riyadh,62.09,453,Any,Defensive,80,Yes,No Club,1064
b502af3d,Player_7158,43,Female,Professional,Afternoon,Beirut,50.09,490,Indoor,Aggressive,114,No,Club B,2465
4f9a9050,Player_7159,49,Male,Beginner,Morning,London,50.64,431,Outdoor,Aggressive,98,No,Club B,1436
a6443a60,Player_7160,27,Female,Intermediate,Afternoon,Madrid,89.69,262,Indoor,Balanced,112,No,Club B,2356
eae0e49c,Player_7161,55,Female,Advanced,Evening,Beirut,74.07,454,Outdoor,Defensive,75,Yes,Club C,2413
1b123016,Player_7162,19,Male,Professional,Evening,Cairo,35.69,163,Indoor,Balanced,43,Yes,No Club,2364
4ecbea1f,Player_7163,55,Male,Intermediate,Evening,London,68.28,29,Indoor,Aggressive,31,Yes,Club A,1727
6ff73416,Player_7164,18,Male,Advanced,Morning,London,71.16,199,Outdoor,Aggressive,116,No,Club A,1370
8fb7e305,Player_7165,27,Male,Professional,Evening,London,67.56,470,Outdoor,Aggressive,108,Yes,Club C,2171
1d8960ef,Player_7166,37,Female,Professional,Morning,Riyadh,40.52,424,Any,Aggressive,69,Yes,No Club,2243
2a1b3faf,Player_7167,54,Male,Advanced,Afternoon,Cairo,58.65,56,Outdoor,Balanced,69,No,Club A,2108
f75c95c1,Player_7168,46,Male,Advanced,Afternoon,Cairo,46.59,164,Indoor,Aggressive,89,No,No Club,2096
1cf51596,Player_7169,41,Female,Beginner,Morning,London,59.91,26,Any,Balanced,49,Yes,Club C,1049
29b6b8ec,Player_7170,18,Female,Intermediate,Morning,Riyadh,75.93,95,Any,Defensive,79,No,Club B,1186
e1da1707,Player_7171,31,Male,Intermediate,Morning,Dubai,44.94,94,Indoor,Defensive,81,No,Club C,2163
820807cb,Player_7172,34,Male,Beginner,Evening,Dubai,62.35,269,Any,Balanced,94,Yes,Club C,1419
0f22b6b9,Player_7173,22,Male,Professional,Morning,Cairo,84.96,494,Indoor,Balanced,67,No,Club A,1774
e53a98e5,Player_7174,18,Male,Advanced,Morning,Cairo,36.24,382,Any,Balanced,54,No,Club A,1709
487af351,Player_7175,26,Male,Advanced,Evening,Beirut,63.93,195,Indoor,Balanced,58,No,No Club,1730
ac4f917e,Player_7176,48,Female,Professional,Afternoon,Beirut,59.23,231,Indoor,Balanced,71,Yes,Club C,1176
0e0c4b1a,Player_7177,47,Female,Beginner,Evening,London,69.46,442,Outdoor,Defensive,39,Yes,No Club,2224
030bfe3e,Player_7178,51,Female,Professional,Morning,Dubai,66.47,288,Any,Balanced,90,No,Club A,1810
b515bc22,Player_7179,55,Female,Advanced,Morning,Riyadh,58.26,69,Indoor,Defensive,52,No,Club A,2060
fc10c7c3,Player_7180,20,Male,Advanced,Morning,London,36.24,482,Any,Balanced,81,No,Club C,1755
78045ffb,Player_7181,23,Male,Beginner,Afternoon,Dubai,78.91,72,Outdoor,Balanced,56,Yes,No Club,2054
64055f5e,Player_7182,52,Female,Advanced,Morning,Beirut,89.69,481,Indoor,Balanced,113,No,Club A,1343
a6cb8e95,Player_7183,48,Female,Advanced,Afternoon,Riyadh,42.01,171,Any,Balanced,80,No,Club B,1270
aaf911c6,Player_7184,22,Female,Beginner,Afternoon,Riyadh,85.11,438,Outdoor,Aggressive,114,Yes,Club B,1216
6323b4cf,Player_7185,47,Male,Advanced,Afternoon,Riyadh,31.37,166,Indoor,Aggressive,52,Yes,Club A,2457
72092007,Player_7186,48,Female,Advanced,Morning,Cairo,65.35,349,Any,Defensive,64,No,Club C,2318
d18af76b,Player_7187,20,Male,Professional,Afternoon,Dubai,60.2,55,Outdoor,Defensive,66,No,Club A,1781
a0bdf834,Player_7188,38,Female,Advanced,Evening,Cairo,42.37,172,Indoor,Balanced,110,Yes,Club A,1277
4e7829a6,Player_7189,45,Male,Professional,Morning,London,31.99,160,Outdoor,Aggressive,87,Yes,Club A,1443
94d91786,Player_7190,35,Female,Beginner,Morning,Madrid,76.77,412,Indoor,Balanced,104,Yes,Club B,2254
42acbdfe,Player_7191,49,Male,Advanced,Evening,Madrid,46.0,411,Any,Defensive,31,Yes,No Club,1158
9121c4b6,Player_7192,30,Male,Advanced,Afternoon,London,32.73,397,Any,Aggressive,91,No,Club C,1509
bb214b3a,Player_7193,50,Female,Advanced,Morning,London,83.12,180,Any,Balanced,117,No,No Club,2165
79f7c447,Player_7194,19,Female,Beginner,Afternoon,Cairo,52.25,38,Any,Aggressive,51,No,No Club,2274
42c644dd,Player_7195,24,Female,Advanced,Afternoon,Beirut,79.4,242,Any,Balanced,118,Yes,Club C,1459
9ff3a83e,Player_7196,27,Female,Professional,Afternoon,Madrid,81.71,481,Indoor,Aggressive,105,Yes,Club A,2475
5b6b513c,Player_7197,45,Female,Professional,Evening,Riyadh,80.48,115,Any,Balanced,61,No,Club C,1792
40b22a65,Player_7198,30,Female,Beginner,Afternoon,Cairo,41.74,89,Outdoor,Aggressive,62,Yes,Club C,1676
9cf299b3,Player_7199,51,Male,Professional,Evening,London,45.33,270,Indoor,Aggressive,116,No,Club B,1606
9d7121d3,Player_7200,45,Male,Intermediate,Afternoon,Beirut,78.93,372,Any,Defensive,79,No,Club B,2299
5faa18e4,Player_7201,55,Male,Beginner,Afternoon,Riyadh,61.64,142,Indoor,Defensive,58,No,No Club,1026
3490586b,Player_7202,30,Female,Advanced,Evening,Beirut,60.67,453,Indoor,Aggressive,70,No,Club C,1419
16d2c80f,Player_7203,53,Male,Beginner,Morning,London,71.68,123,Indoor,Defensive,87,Yes,Club A,2066
5eaf7c0b,Player_7204,45,Female,Advanced,Afternoon,Beirut,83.11,42,Any,Aggressive,110,Yes,Club C,2492
3ddb29b1,Player_7205,37,Male,Beginner,Evening,Beirut,86.21,258,Any,Aggressive,78,No,Club A,1539
60e93526,Player_7206,37,Female,Intermediate,Afternoon,London,76.44,488,Any,Balanced,90,No,Club C,1511
452de832,Player_7207,46,Female,Professional,Evening,London,31.27,258,Outdoor,Aggressive,110,No,No Club,1557
3880288b,Player_7208,36,Female,Professional,Afternoon,Madrid,47.42,303,Outdoor,Aggressive,94,Yes,No Club,2135
5faefa33,Player_7209,34,Male,Professional,Morning,Madrid,59.58,263,Outdoor,Defensive,109,No,Club C,1082
d1b8b29d,Player_7210,19,Male,Professional,Afternoon,Beirut,53.38,134,Any,Aggressive,73,Yes,Club C,1929
69fdb1b1,Player_7211,22,Female,Beginner,Afternoon,Beirut,70.63,475,Outdoor,Aggressive,51,No,Club A,1333
6bcad3e6,Player_7212,29,Female,Intermediate,Evening,Beirut,43.64,25,Any,Balanced,99,No,Club C,1678
493de67a,Player_7213,35,Male,Beginner,Evening,Cairo,81.64,406,Any,Defensive,54,No,Club B,1729
2416c907,Player_7214,51,Male,Professional,Afternoon,Cairo,44.06,474,Indoor,Aggressive,48,Yes,Club A,1544
2bb25b74,Player_7215,35,Female,Advanced,Evening,Cairo,65.6,233,Outdoor,Defensive,65,Yes,Club B,2330
66135da6,Player_7216,25,Male,Advanced,Morning,Riyadh,51.26,312,Any,Balanced,83,No,No Club,2499
07f1f4cd,Player_7217,45,Female,Advanced,Afternoon,Dubai,75.05,55,Indoor,Aggressive,47,No,Club C,1202
f1b26117,Player_7218,53,Female,Beginner,Evening,London,32.95,211,Indoor,Aggressive,59,Yes,Club B,1159
c17cfd6e,Player_7219,51,Male,Professional,Afternoon,Cairo,50.71,314,Outdoor,Defensive,82,Yes,No Club,2280
33304701,Player_7220,36,Female,Intermediate,Morning,Cairo,51.04,313,Indoor,Defensive,60,Yes,Club B,1757
8a0f382c,Player_7221,43,Male,Beginner,Evening,Madrid,41.07,443,Outdoor,Aggressive,69,No,Club B,1958
8a451599,Player_7222,46,Female,Intermediate,Afternoon,London,46.57,139,Any,Balanced,108,No,No Club,1769
8f9fe324,Player_7223,53,Female,Intermediate,Evening,Cairo,50.79,168,Any,Balanced,51,Yes,Club A,1229
7a2bdada,Player_7224,28,Male,Intermediate,Afternoon,Dubai,89.77,47,Indoor,Defensive,115,Yes,No Club,2195
ea86ebd7,Player_7225,28,Male,Intermediate,Evening,London,39.54,111,Indoor,Defensive,105,No,No Club,1746
b2cbda5e,Player_7226,54,Male,Beginner,Morning,Cairo,71.69,264,Outdoor,Aggressive,91,Yes,Club A,2232
23d77b9e,Player_7227,48,Female,Beginner,Afternoon,Dubai,80.5,402,Any,Defensive,37,Yes,Club A,2331
6987b296,Player_7228,54,Male,Advanced,Afternoon,Riyadh,70.24,82,Any,Aggressive,92,Yes,Club A,1675
07a2eccb,Player_7229,25,Female,Advanced,Afternoon,Beirut,76.29,214,Indoor,Balanced,103,Yes,Club B,2116
ebf4bbe1,Player_7230,44,Female,Beginner,Morning,Madrid,75.37,261,Any,Balanced,52,No,Club A,1055
b1d77fa5,Player_7231,45,Male,Professional,Morning,Madrid,71.68,332,Outdoor,Defensive,45,No,Club C,1655
ad94a346,Player_7232,20,Female,Professional,Afternoon,London,88.7,433,Any,Aggressive,37,No,Club A,1290
ceb4d346,Player_7233,31,Male,Advanced,Evening,Riyadh,69.06,106,Any,Balanced,81,Yes,No Club,2275
995c79a7,Player_7234,39,Female,Beginner,Morning,Riyadh,77.91,249,Any,Defensive,85,Yes,Club B,1855
ecf16106,Player_7235,19,Male,Professional,Morning,Madrid,65.65,49,Indoor,Defensive,74,No,No Club,1545
8746bb40,Player_7236,31,Female,Intermediate,Morning,Beirut,53.11,15,Indoor,Defensive,33,Yes,Club A,1295
88d2accd,Player_7237,35,Female,Beginner,Morning,Cairo,81.46,41,Indoor,Defensive,112,Yes,Club A,1211
59826163,Player_7238,46,Female,Beginner,Morning,Beirut,78.84,194,Any,Defensive,46,No,Club B,2195
e207473e,Player_7239,45,Female,Professional,Evening,Beirut,33.89,398,Any,Defensive,34,Yes,No Club,1273
6dfcd13b,Player_7240,18,Female,Professional,Evening,Cairo,70.22,387,Any,Aggressive,76,Yes,Club B,1252
db9a8649,Player_7241,31,Male,Intermediate,Morning,London,35.73,424,Outdoor,Balanced,45,Yes,Club C,1988
a5814afb,Player_7242,53,Male,Beginner,Evening,Madrid,73.33,286,Outdoor,Balanced,81,No,No Club,1481
18fec4f3,Player_7243,24,Male,Intermediate,Evening,Beirut,71.83,101,Any,Defensive,103,No,Club A,1870
2fa3b936,Player_7244,27,Male,Advanced,Morning,Dubai,77.93,180,Indoor,Balanced,73,Yes,Club C,1020
b4b8ebc2,Player_7245,31,Male,Beginner,Afternoon,Cairo,86.27,411,Indoor,Defensive,57,No,Club A,1266
ce02dfec,Player_7246,32,Male,Intermediate,Evening,Riyadh,47.09,48,Indoor,Defensive,115,No,No Club,1146
3a95f211,Player_7247,22,Female,Professional,Afternoon,Madrid,75.14,253,Outdoor,Defensive,37,No,Club A,1041
e4b0c998,Player_7248,24,Female,Professional,Afternoon,Riyadh,33.53,113,Indoor,Balanced,33,No,Club B,1146
413ebf05,Player_7249,26,Male,Beginner,Afternoon,Riyadh,70.44,60,Indoor,Defensive,44,Yes,Club A,1803
2052faf2,Player_7250,46,Male,Beginner,Morning,Riyadh,58.6,399,Indoor,Aggressive,44,No,Club A,1211
0b9ddd73,Player_7251,31,Male,Intermediate,Morning,Riyadh,45.69,356,Indoor,Defensive,117,Yes,Club A,2314
a959ae44,Player_7252,32,Female,Professional,Afternoon,Riyadh,49.48,265,Indoor,Balanced,30,No,No Club,2154
18e44486,Player_7253,32,Male,Beginner,Afternoon,Beirut,71.07,376,Indoor,Balanced,71,Yes,No Club,1976
1c1fc955,Player_7254,45,Male,Advanced,Evening,Beirut,37.86,51,Any,Balanced,74,No,Club B,1712
f566073c,Player_7255,35,Female,Intermediate,Morning,Dubai,73.72,321,Outdoor,Balanced,41,No,Club B,2045
21cea1c2,Player_7256,22,Male,Advanced,Afternoon,Beirut,62.4,190,Indoor,Balanced,90,No,No Club,2491
2f9a4697,Player_7257,55,Female,Advanced,Afternoon,Riyadh,81.32,474,Any,Defensive,77,Yes,Club B,1786
32b62834,Player_7258,47,Male,Advanced,Evening,Cairo,80.12,383,Any,Aggressive,56,No,No Club,2056
ec42372d,Player_7259,31,Male,Professional,Morning,Madrid,44.77,335,Outdoor,Defensive,33,Yes,Club A,1858
9356d133,Player_7260,53,Male,Intermediate,Evening,Cairo,38.34,368,Indoor,Balanced,40,No,Club C,2477
8f346f9b,Player_7261,44,Male,Beginner,Evening,Riyadh,67.55,297,Any,Defensive,109,Yes,No Club,2246
55de32ac,Player_7262,26,Male,Intermediate,Morning,Beirut,77.89,49,Outdoor,Defensive,30,No,Club B,1677
b4a3dd02,Player_7263,54,Female,Beginner,Evening,Riyadh,36.75,485,Indoor,Aggressive,72,No,No Club,2103
fbb59719,Player_7264,54,Female,Beginner,Morning,Riyadh,41.85,88,Any,Balanced,99,Yes,Club A,1516
857969cc,Player_7265,24,Male,Professional,Evening,Riyadh,74.89,356,Outdoor,Balanced,34,Yes,Club A,2347
aea04e10,Player_7266,31,Female,Beginner,Afternoon,Madrid,70.16,37,Outdoor,Aggressive,34,No,Club C,1796
03a4a355,Player_7267,20,Female,Professional,Morning,Cairo,63.47,266,Indoor,Balanced,31,No,Club A,2031
c909b4ad,Player_7268,25,Female,Professional,Morning,Cairo,61.24,286,Indoor,Balanced,91,No,Club C,1651
eae93103,Player_7269,21,Female,Beginner,Afternoon,Dubai,77.63,413,Any,Balanced,103,Yes,Club C,1697
8e9bd0bc,Player_7270,25,Female,Advanced,Evening,London,72.72,271,Indoor,Aggressive,108,Yes,Club B,1151
3bc6aa4c,Player_7271,38,Male,Beginner,Evening,Beirut,41.07,410,Any,Defensive,78,No,Club C,2066
2384ec8d,Player_7272,34,Female,Professional,Morning,Cairo,54.81,361,Any,Aggressive,114,Yes,Club C,2121
a2f019dd,Player_7273,43,Male,Intermediate,Evening,Cairo,45.03,485,Indoor,Balanced,59,Yes,Club A,2108
0c1f09e3,Player_7274,20,Male,Professional,Morning,London,59.11,422,Any,Aggressive,79,No,Club A,2447
b9669a89,Player_7275,49,Female,Professional,Morning,Beirut,65.07,105,Indoor,Aggressive,52,No,Club C,1686
75b135f2,Player_7276,25,Male,Intermediate,Evening,Cairo,73.46,459,Indoor,Balanced,105,No,Club C,1017
9a5198a6,Player_7277,29,Female,Intermediate,Evening,Dubai,62.6,90,Indoor,Defensive,72,Yes,No Club,1028
a572f7ec,Player_7278,20,Female,Intermediate,Evening,Beirut,64.22,33,Indoor,Defensive,93,Yes,Club C,2464
79fefab4,Player_7279,40,Male,Advanced,Evening,Madrid,44.4,30,Outdoor,Defensive,40,Yes,Club C,1952
85bf516e,Player_7280,24,Female,Professional,Afternoon,Riyadh,87.98,340,Any,Balanced,64,No,Club A,2377
140e5d9e,Player_7281,20,Male,Intermediate,Morning,Riyadh,70.38,94,Any,Aggressive,103,No,No Club,1636
93d79db0,Player_7282,38,Female,Professional,Morning,Dubai,73.37,329,Indoor,Aggressive,86,Yes,No Club,2029
819edf07,Player_7283,31,Female,Professional,Afternoon,Beirut,82.45,220,Any,Defensive,116,No,Club C,1855
37162097,Player_7284,25,Female,Professional,Afternoon,Madrid,48.43,201,Any,Aggressive,104,Yes,Club C,1592
6dd6becd,Player_7285,19,Male,Advanced,Morning,Dubai,54.08,13,Any,Balanced,117,Yes,No Club,1375
5bdc6992,Player_7286,30,Female,Professional,Afternoon,Beirut,40.79,422,Any,Aggressive,92,Yes,Club B,1596
b8f5d406,Player_7287,48,Male,Beginner,Afternoon,Madrid,81.84,424,Any,Aggressive,65,No,No Club,1982
68e52669,Player_7288,41,Female,Professional,Morning,Cairo,60.53,465,Outdoor,Aggressive,93,Yes,Club A,2376
592b5c1b,Player_7289,31,Female,Beginner,Afternoon,Riyadh,39.02,75,Indoor,Balanced,94,No,Club C,1734
28bf56c7,Player_7290,32,Male,Beginner,Afternoon,Beirut,35.8,190,Outdoor,Aggressive,59,No,Club A,1460
a5ba0bf7,Player_7291,26,Female,Beginner,Morning,Dubai,74.47,406,Outdoor,Aggressive,111,No,No Club,1328
f35d021f,Player_7292,29,Male,Professional,Evening,Cairo,45.39,426,Outdoor,Defensive,95,No,Club B,1279
4b5c7715,Player_7293,34,Male,Professional,Afternoon,London,56.62,466,Any,Balanced,103,No,No Club,1358
e9bfcd46,Player_7294,24,Female,Beginner,Morning,Cairo,57.05,138,Indoor,Balanced,76,No,Club A,1256
7f447c2f,Player_7295,20,Female,Intermediate,Morning,Beirut,42.3,421,Outdoor,Balanced,60,Yes,No Club,1156
7bc765a2,Player_7296,30,Male,Intermediate,Afternoon,Riyadh,59.53,389,Indoor,Defensive,84,Yes,Club C,1680
83e58078,Player_7297,47,Female,Professional,Afternoon,Cairo,42.33,412,Outdoor,Defensive,87,No,No Club,1330
f6b8c770,Player_7298,34,Male,Beginner,Morning,Dubai,78.95,435,Indoor,Balanced,43,Yes,Club C,1007
a352488a,Player_7299,28,Female,Professional,Afternoon,London,44.84,460,Indoor,Aggressive,64,No,No Club,1919
bd835031,Player_7300,25,Female,Beginner,Morning,Dubai,72.71,204,Any,Defensive,52,Yes,No Club,2268
95c65620,Player_7301,46,Male,Professional,Afternoon,Cairo,30.44,235,Indoor,Balanced,103,Yes,Club A,1026
e09aa174,Player_7302,48,Male,Intermediate,Evening,Riyadh,40.05,479,Outdoor,Defensive,35,Yes,Club B,1810
4f0e7590,Player_7303,47,Female,Advanced,Morning,Beirut,31.25,365,Outdoor,Balanced,50,No,No Club,1626
400f9044,Player_7304,20,Male,Professional,Afternoon,Beirut,78.17,172,Outdoor,Defensive,73,No,No Club,2185
5ad4b085,Player_7305,27,Female,Beginner,Afternoon,Cairo,86.37,46,Any,Defensive,112,Yes,Club B,1385
12fa7fb3,Player_7306,50,Male,Beginner,Morning,London,32.93,462,Indoor,Balanced,72,Yes,Club B,1982
6a94b263,Player_7307,20,Male,Professional,Morning,Dubai,79.64,112,Outdoor,Balanced,93,Yes,Club C,1206
7efb7265,Player_7308,19,Male,Professional,Morning,Madrid,37.1,345,Outdoor,Defensive,33,Yes,Club A,2255
de965428,Player_7309,48,Male,Professional,Morning,Beirut,60.97,458,Outdoor,Defensive,72,No,Club C,1526
00bea281,Player_7310,42,Female,Professional,Afternoon,Cairo,41.97,485,Outdoor,Aggressive,118,Yes,Club A,1429
95e6f5a8,Player_7311,39,Male,Beginner,Afternoon,Dubai,72.34,43,Outdoor,Defensive,50,Yes,Club A,1567
b606acb9,Player_7312,24,Male,Advanced,Afternoon,London,61.61,482,Outdoor,Aggressive,57,No,Club A,2140
978e1c62,Player_7313,27,Female,Advanced,Afternoon,Madrid,46.41,412,Any,Aggressive,55,No,No Club,1306
f1da40bc,Player_7314,49,Male,Advanced,Afternoon,London,69.97,238,Indoor,Aggressive,89,No,Club B,2475
a722198b,Player_7315,23,Female,Beginner,Evening,Cairo,68.01,279,Outdoor,Aggressive,105,Yes,Club B,1744
45a28e32,Player_7316,43,Male,Beginner,Morning,Dubai,55.45,399,Indoor,Aggressive,68,No,Club C,1748
4c5ef52d,Player_7317,48,Male,Professional,Morning,Riyadh,89.14,498,Indoor,Defensive,73,No,Club C,1034
c1605ed5,Player_7318,28,Female,Beginner,Afternoon,Beirut,35.11,389,Any,Defensive,32,Yes,Club B,1979
9e55abba,Player_7319,50,Female,Intermediate,Morning,London,89.35,44,Indoor,Balanced,41,No,Club B,1923
bc2c2b45,Player_7320,27,Male,Intermediate,Evening,Beirut,78.87,418,Indoor,Defensive,110,Yes,Club A,1723
e7645161,Player_7321,51,Female,Intermediate,Afternoon,Madrid,70.06,48,Outdoor,Balanced,96,No,No Club,1780
d1f649d2,Player_7322,35,Male,Intermediate,Afternoon,London,65.76,488,Outdoor,Balanced,106,No,Club C,1104
020171eb,Player_7323,33,Female,Professional,Afternoon,Cairo,46.91,183,Outdoor,Balanced,94,Yes,Club C,1730
14862660,Player_7324,53,Female,Advanced,Afternoon,Beirut,65.18,277,Outdoor,Balanced,38,No,Club A,2422
7103303c,Player_7325,44,Male,Intermediate,Afternoon,Dubai,73.52,331,Outdoor,Aggressive,100,Yes,Club B,2298
18384fa8,Player_7326,42,Male,Professional,Afternoon,Beirut,54.69,121,Outdoor,Defensive,77,Yes,Club C,1728
724c5f3e,Player_7327,45,Male,Advanced,Evening,Riyadh,76.53,394,Outdoor,Aggressive,115,No,Club C,1560
99bf1b55,Player_7328,45,Male,Professional,Morning,Beirut,53.54,426,Indoor,Defensive,102,Yes,No Club,1073
98f29e28,Player_7329,18,Female,Beginner,Afternoon,Riyadh,81.91,176,Indoor,Defensive,105,Yes,No Club,2329
33db59e3,Player_7330,50,Male,Beginner,Afternoon,London,63.1,350,Indoor,Defensive,51,No,Club A,1180
4aec0c34,Player_7331,24,Female,Professional,Morning,Cairo,80.62,453,Any,Balanced,51,No,Club B,1405
75e460cf,Player_7332,22,Male,Advanced,Evening,Cairo,82.99,316,Any,Defensive,108,Yes,Club B,1640
680f79a0,Player_7333,48,Female,Intermediate,Evening,Riyadh,47.85,292,Outdoor,Defensive,37,No,Club B,1655
e38b5732,Player_7334,36,Male,Professional,Morning,Cairo,72.82,318,Outdoor,Defensive,35,Yes,No Club,1145
529bf2b6,Player_7335,44,Female,Beginner,Afternoon,London,48.28,147,Indoor,Balanced,46,Yes,No Club,1469
53f29a84,Player_7336,22,Female,Intermediate,Morning,Cairo,87.52,448,Any,Defensive,101,Yes,No Club,2278
ba090928,Player_7337,36,Female,Intermediate,Afternoon,Cairo,78.6,159,Indoor,Defensive,35,Yes,Club B,2034
8aada711,Player_7338,55,Male,Intermediate,Afternoon,Beirut,76.78,451,Indoor,Aggressive,105,Yes,Club A,1708
747d1451,Player_7339,50,Female,Advanced,Morning,London,72.41,422,Indoor,Aggressive,98,Yes,Club A,1316
9472477e,Player_7340,53,Male,Intermediate,Morning,Cairo,75.48,32,Any,Defensive,96,Yes,Club A,2500
88187792,Player_7341,23,Male,Advanced,Morning,Dubai,81.98,15,Any,Aggressive,112,No,Club B,1299
1862decd,Player_7342,50,Male,Beginner,Evening,London,36.56,227,Indoor,Balanced,95,No,No Club,2303
649be925,Player_7343,47,Male,Beginner,Afternoon,London,47.87,238,Indoor,Balanced,109,Yes,Club B,2056
0d09cad2,Player_7344,23,Male,Intermediate,Evening,Beirut,54.79,73,Indoor,Aggressive,119,No,Club C,2188
918f5c0b,Player_7345,18,Female,Intermediate,Evening,London,81.97,149,Outdoor,Defensive,43,No,Club A,1557
983d4fb1,Player_7346,48,Female,Intermediate,Morning,Beirut,71.13,52,Any,Aggressive,114,Yes,No Club,2056
ad7ef1d2,Player_7347,26,Female,Professional,Afternoon,Cairo,45.09,221,Any,Balanced,64,No,Club C,1310
06781906,Player_7348,31,Male,Intermediate,Afternoon,Madrid,32.76,241,Indoor,Aggressive,39,Yes,No Club,1527
27752033,Player_7349,52,Male,Intermediate,Evening,Dubai,40.75,163,Any,Aggressive,68,Yes,Club B,2092
a9faf941,Player_7350,29,Female,Professional,Morning,Riyadh,69.74,431,Outdoor,Balanced,114,Yes,Club A,1855
65724b19,Player_7351,52,Male,Professional,Afternoon,Riyadh,82.43,63,Any,Defensive,84,Yes,No Club,1011
2c77ee17,Player_7352,31,Female,Professional,Afternoon,Beirut,55.02,328,Indoor,Defensive,47,Yes,Club B,1635
58b79a91,Player_7353,31,Female,Beginner,Evening,Dubai,66.43,420,Indoor,Balanced,96,Yes,Club B,1893
69e21505,Player_7354,25,Male,Professional,Morning,Cairo,72.44,416,Outdoor,Balanced,93,Yes,Club C,2101
4f21dd07,Player_7355,35,Female,Professional,Afternoon,Dubai,71.72,500,Indoor,Defensive,33,Yes,No Club,2159
a6b98ad0,Player_7356,33,Male,Professional,Evening,Beirut,37.19,82,Outdoor,Aggressive,30,No,No Club,1478
c941b504,Player_7357,55,Female,Beginner,Evening,Cairo,75.03,494,Outdoor,Balanced,72,Yes,No Club,1920
919b4292,Player_7358,21,Female,Intermediate,Afternoon,Dubai,50.43,282,Indoor,Aggressive,86,Yes,Club B,2297
59480ea3,Player_7359,41,Male,Professional,Morning,Riyadh,38.34,447,Outdoor,Defensive,112,No,Club C,1341
525627b9,Player_7360,55,Male,Professional,Morning,Beirut,87.98,40,Indoor,Balanced,58,No,Club C,1093
adfe16fb,Player_7361,24,Male,Advanced,Evening,Dubai,66.11,239,Indoor,Balanced,84,Yes,No Club,1754
588d5c6a,Player_7362,22,Male,Intermediate,Evening,Dubai,55.02,437,Outdoor,Balanced,120,No,Club B,1564
7d7783ed,Player_7363,22,Male,Advanced,Evening,Madrid,31.43,483,Outdoor,Balanced,33,Yes,No Club,1485
0247d8c4,Player_7364,47,Female,Advanced,Afternoon,Riyadh,53.18,482,Outdoor,Balanced,108,Yes,Club A,1252
6b05ea9d,Player_7365,50,Female,Beginner,Evening,Cairo,67.97,153,Outdoor,Defensive,70,No,Club A,1172
e69d5ac6,Player_7366,47,Female,Beginner,Afternoon,Riyadh,46.38,126,Outdoor,Defensive,35,Yes,Club B,1553
aaa20799,Player_7367,31,Male,Intermediate,Morning,Cairo,54.71,195,Any,Balanced,97,No,Club C,2117
288eeb37,Player_7368,41,Female,Beginner,Morning,Beirut,50.52,24,Outdoor,Balanced,87,No,No Club,1988
c9006d86,Player_7369,23,Female,Professional,Evening,Dubai,42.13,84,Any,Balanced,50,No,Club C,1896
33ec2121,Player_7370,43,Male,Intermediate,Morning,Riyadh,70.3,274,Any,Aggressive,77,No,Club C,1092
